CurrentlyListed,Name,RFMOName,IMO,NNR,VesselType,GearType,Flag,IRCS,MMSI,GT,DWT,Length,YearOfBuild,Depth,BuiltIn,OwnerName,OperatorName,VesselStatus,IOTC,Reason,ICCAT,Reason,IATTC,Reason,WCPFC,Reason,CCAMLR,Reason,SEAFO,Reason,INTERPOL,Reason,NEAFC,Reason,NAFO,Reason,SPRFMO,Reason,CCSBT,Reason,GFCM,Reason,NPFC,Reason,SIOFA,Reason
FALSE,KABOU,Red,6706084,35400LP,"Fishing Vessel, Stern Trawler",Trawl unspecified,Unknown,,,1490,1330,74,196700,7.4,"Vigo, Hijos de J. Barreras S.A. - Vigo Yard/hull No.: 1355, Spain",Star Maritime Corp,"Empresa de Pesca Joao Maria Vilarinho, Sucessores, Sarl",Broken Up,,,,,,,,,,,2007-10-31 - 2012-11-14,,,,2006-07-21 - 2012-11-14,Surveillance flight. First observation by NOR FIS in RA SCH 06/34,2007-02-18 - 2012-11-14,,,,,,,,,,,
TRUE,KIM SENG DENG 3,Kim Seng Deng 3,,,,,Bolivia,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
FALSE,KING JESUS,KING JESUS,,,Fishing Vessel,Lines unspecified,India,,,,,,,,,,Bibi S. R. Paul Miranda S.,,2017-05 - 2018-12-14,Fishing without a license in the waters of the UK (OT),2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,"KM. ANEKA 228, ANEKA 228; KM",KM. Aneka 228,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,,
TRUE,KOOSHA 4,Koosha 4,7905443,884 - 09/10/2007,Reefer,,Iran,9BQK,422734000,2359,2536,87.76,198005,7.42,"Bilbao, Spain",Pars Paya Seyd Industrial Fishing Co,Pars Paya Seyd Industrial Fishing Co,In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2011-11-01 - ,Inside Division 58.5.1 January and February 2011,2011-11-01 - ,follows CCAMLR,,,2011-11 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,KUANG HSING 127,Kuang Hsing 127,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,KUANG HSING 196,Kuang Hsing 196,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,LABIKO 2,LABIKO,7325746,,"Fishing Vessel, Stern Trawler","Gillnets, Longline",Liberia,3XGU,,582,411,54.26,197300,,"Gdynia, A1973 Stocznia im Komuny Paryskiej - Gdynia Yard/hull No.: B423/16, Poland",Diakhate Djibnil; Diakhate Djibril,Rptd Sold Undisclosed Interest,In Service/commission,2019-12 - ,Cross-listing,2020 - ,Cross-listing,,,,,,,2007-10-31 - ,,,,2007-10-29 - ,,2008-08-04 - ,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,LAKPRIYA 14,IMULA 0730 KLT/LAKPRIYA 14,,IMULA 0730 KLT,Fishing Vessel,,Sri Lanka,4SF4482,,,,,,,,,,,2021-06-09 - ,Unmarked gear; Not on the IOTC authorised fishing vessel list (15/04 para 1),,,,,,,,,,,,,2021-06 - ,Cross-listing,,,,,2021-07-12 - ,Cross-listing,,,,,2022-03-04 - ,Cross-listing
FALSE,LE MALIN,Apache I,9142693,,Diving Support Vessel,,France,,,1146,620,49.99,199701,7.5,"Gdansk, West Contractors AS - Olensvaag Yard/hull No.: B12, Poland",Marine Nationale - Direction des Travaux Maritimes,Marine Nationale - Direction des Travaux Maritimes,In Service/commission,,,,,,,,,2004-11-05 - 2007-11-02,Fishing Division 58.5.1 Apprehended,2007-10-31 - 2007-11-02,,,,,,,,,,,,,,,,,
TRUE,LIAO YUAN YU 071,LIAO YUAN YU 071,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017-07 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,LIAO YUAN YU 072,LIAO YUAN YU 072,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017-07 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,LIAO YUAN YU 9,LIAO YUAN YU 9,,,Fishing Vessel,Lift nets,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017-07 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,LILA NO. 10,Lila No. 10,,,,,Panama,,,,,,,,,,,,2019-12 - ,Cross-listing,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,2006 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2017-05 - ,,,,2019 - ,Cross-listing
TRUE,LIMPOPO,Limpopo,7388267,,"Fishing Vessel, Trawler",Trawl unspecified,Unknown,,,555,,51,"1975, 1075, 197412",6.15,"Vigo, Santodomingo S.A., Construcciones Navale (Vigo , Spain), Spain",Alos Company Ghana Ltd,,In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2003-11-07 - ,Inside Division 58.4.3b; Fishing inside Division 58.4.3b: 58.4.3b; Inside Division 58.5.1; Fishing inside Division 58.5.2,2007-10-31 - ,,,,2003 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,LINGSAR 08,Lingsar 08,,,Fishing Vessel,Longline,Indonesia,,,72,,19.72,,1.8,,Mr Nurwahid,"Nomen, NOMEN",,2010-03-05 - 2011-03-22,Contravention of IOTC Resolution 09/03,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,LIVADIA,Thorgull,8209078,86,Reefer,,Slovakia,,,6127,6325,145.58,198302,10.52,"Takamatsu, Kagawa, Group, Japan",Red Ruby Trading Ltd,Seatraffic Ltd,Broken Up,,,,,,,,,,,2007-10-31 - 2007-12-21,,,,2006-10-24 - 2007-11-16,,2007-02-18 - 2007-12-21,,,,,,,,,,,
FALSE,LONG YU SHENG,Long Yu Sheng,,,,,Costa Rica,V3ZW2,,125,,26,,2.7,Tecnonaval S.A.,,Pesca Tuna SA; Pescatuna Sociedad Anonima,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
TRUE,"LU RONG SHUI 158, ???158",LU RONG SHUI 158 (???158),9025663,,"Live fish carrier, Reefer",,China,BBFB8,412688540,173,,36.8,199610,3.2,"Rongcheng, Shandong, China, People's Republic Of",Rongcheng Xinlong Aquatic Pruducts Co Ltd,Rongcheng Xinlong Aquatic Pruducts Co Ltd,In Service/commission,2021-06-09 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2019 - ,"A Japanese patrol vessel sighted this fishing vessel in the Convention area at 39°59.2'N, 147°39.7'E on July 7, 2018. There is no vessel registration of this vessel on the NPFC vessel register. MMSI 412688540",2020 - ,Cross-listing
TRUE,LU RONG YU 1189,LU RONG YU 1189,,,Fish carrier,,,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2017-07 - ,Cross-listing,,,,,,,,,2017-07 - ,,2019 - ,Cross-listing
TRUE,LU RONG YU 612,LU RONG?YU 612,,,,,China,,412328746,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2018-11 - ,Cross-listing,,,,,,,,,2018-11-17 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 101,,,,Fishing Vessel,Trawl unspecified,China,,,800,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 101,LU RONG YUAN YU 101,,,Fishing Vessel,Lift nets,China,,,800,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 102,LU RONG YUAN YU 102,,,Fishing Vessel,Lift nets,China,,,800,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 102,LU RONG YUAN YU 102,,,Fishing Vessel,Trawl unspecified,China,,,800,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 103,LU RONG YUAN YU 103,,,Fishing Vessel,Trawl unspecified,China,,,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 103,,,,Fishing Vessel,Lift nets,China,,,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 105,LU RONG YUAN YU 105,,,Fishing Vessel,Trawl unspecified,China,,,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 105,LU RONG YUAN YU 105,,,Fishing Vessel,Lift nets,China,,,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 106,LU RONG YUAN YU 106,,,Fishing Vessel,Lift nets,China,,,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 106,LU RONG YUAN YU 106,,,Fishing Vessel,Trawl unspecified,China,,,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 108,LU RONG YUAN YU 108,,,Fishing Vessel,Lift nets,China,,,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 108,LU RONG YUAN YU 108,,,Fishing Vessel,Trawl unspecified,China,,,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 109,LU RONG YUAN YU 109,,,Fishing Vessel,Lift nets,China,,,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 109,LU RONG YUAN YU 109,,,Fishing Vessel,Trawl unspecified,China,,,651,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2018-01 - ,,2019 - ,Cross-listing
TRUE,"LU RONG YUAN YU 581, ???? 581",Unknown,,,Fishing Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - ,"A Japanese patrol vessel sighted this fishing vessel displaying the name LU RONG YUAN YU 581 in the Convention area at 41°11.6’N, 174°17.7’W on July 15, 2020. This vessel was fishing under the name of a legally authorized vessels which was not in the Convention Area, consequently this vessel was conducting IUU fishing and did not display an IRCS.",2021-06-05 - ,Cross-listing
TRUE,"LU RONG YUAN YU 582, ???? 582",Unknown,,,Fishing Vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - ,"A Japanese patrol vessel sighted this fishing vessel displaying the name LU RONG YUAN YU 582 in the Convention area at 41°11.4’N, 174°22.9’W on July 15, 2020. This vessel was fishing under the name of a legally authorized vessels which was not in the Convention Area, consequently this vessel was conducting IUU fishing and did not display an IRCS.",2021-06-05 - ,Cross-listing
TRUE,LU RONG YUAN YU 787,LU RONG YUAN YU 787,,,Fishing Vessel,,China,,413800814,,,,,,,Shidao Group,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2018-11-17 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU 797,LU RONG YUAN YU 797,,,Fishing Vessel,,China,,412327980,,,,,,,Shidao Group,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2018-11-17 - ,,2019 - ,Cross-listing
TRUE,LU RONG YUAN YU YUN 958,LU RONG YUAN YU YUN 958,,,Fish carrier,,China,,412452812,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,2019 - ,Cross-listing,,,,,,,,,2018-11-17 - ,,2019 - ,Cross-listing
TRUE,MAAN YIH HSING,Maan Yih Hsing,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,MADURA 2,Madura 2,,,,,Indonesia,,,,,,,,,P.T. Provisit,P.T. Provisit,,2019-12 - ,Cross-listing,2004-11-21 - ,Operating unauthorised in the ICCAT area,,,,,,,,,,,2004-11 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,MADURA 3,Madura 3,,,,,Indonesia,,,,,,,,,P.T. Provisit,P.T. Provisit,,2019-12 - ,Cross-listing,2004-11-21 - ,Operating in the ICCAT area without authorisation,,,,,,,,,,,2004-11 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,MANARA 1,Cevahir,,,,,,,,138,,24.9,,,,"AJD Tuna Limited, AJD TUNA LIMITED; Hannibal Shipping / ADJ Tuna",J.L. Jalabert,,,,2008-11-24 - 2012-01-01,Use of fraudulent documentation,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,MANARA II,Abdi Baba 1,,,Fishing Vessel,Purse seine,Libya,,,,,,,,,Hannibal Shipping / ADJ Tuna,J.L. Jalabert,,,,2008-11-24 - 2012-01-01,Use of fraudulent documentation,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,MARIA,Maria,,,,,Sierra Leone,FN003882,,,,,,,,MARIA FISHERY CO.LTD,,,2019-12 - ,Cross-listing,2006-11-26 - ,"vessels had no VMS, suspected of having no tuna licence and of possible at-sea transhipments",,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,
FALSE,MARTA LUCIA R,Marta Lucia R.,9330214,MC-05-573,Fishing Vessel,Purse seine,Colombia,HJCV,730014000,1771,2332,78.334,200402,8.055,"Iquique, Astilleros Marco Chilena Ltda, Chile, Astilleros Marco Chilena Limitada",Clingham Incorporated,Atunamar Ltda,In Service/commission,,,2011-08-30 - 2013-08-04,,2005-12-26 - 2012,,,,,,,,,,,,,,,,,,,,,,,
TRUE,MARWAN I,AL WESAM 4,,,Fishing Vessel,Trawls,,,,332,,39.5,,4.8,,Marine Renown SARL,,,2018-05 - ,Contravention of IOTC Resolution 17/03,2018-06-06 - ,Cross-listing,,,,,,,,,,,2018-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
FALSE,"MARY LYNN, MARY-LYNN",Mary Lynn,8949044,"P-04_00909, P-04-00909",Fishing Vessel,Purse seine,Ecuador,HC5290,735058984,"317.000, 235.000",,33.46,199800,3.94,"Puerto Penasco, Cabrales, Mexico","Industrias de Productos del Mar S.A. (IDELMAR), Industrias De Productos Del Mar S.A. (IDELMAR)",Rodrigo Agudo Valle,In Service/commission,,,,,2006-06-30 - 2008-06-27,,,,,,,,,,,,,,,,,,,,,,,
FALSE,MAYA V,Maya V,8882818,,Fishing Vessel,,Unknown,HP8357,,859,,54.85,198800,3.85,"Kaohsiung, Fong Kuo Shipbuilding Co., Ltd., Chinese Taipei",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,In Service/commission,,,,,,,,,2004-11-05 - 2008-11-07,Fishing inside Division 58.5.2 Apprehended,2007-10-31 - 2008-11-07,,,,,,,,,,,,,,,,,
FALSE,MING TSAIR FA NO. 60,Feng Jung Chin 1,8787276,"CT4-1356, 010595",Fishing Vessel,Longline,Taiwan,BJ3356,416002232,99,,26.6,198711,2.1,Chinese Taipei,"TSENG, SHU FEN; Shu-Fen Tseng","TSENG, SHU FEN; Shu-Fen Tseng",In Service/Commission,2005-06-03 - 2008-06-11,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,MURAVYEV-AMURSKIY,Muravyev Amurskiy,9146352,960230,Fishing Vessel,,Russia,UESA,273319630,1146,494,49.99,199704,7.5,"Gdansk, Polnocna Sa, Stocznia, Poland",OOO 'Tymlatskiy Rybokombinat',OOO 'Tymlatskiy Rybokombinat',In Service/commission,,,,,,,,,2005-11-04 - 2006-11-03,,,,,,,,,,,,,,,,,,,
TRUE,MURTOSA,Murtosa,7385174,,"Fishing Vessel, Stern Trawler",Trawl unspecified,Unknown,5VMAO,,1066,593,61.42,197606,7.07,"Viana do Castelo, Estaleiros Navais de Viana do Castelo, Portugal, Portugal",Murtosa Fishing Co,Murtosa Fishing Co,To Be Broken Up,2019-12 - ,Cross-listing,2020 - ,Cross-listing,,,,,,,2007-10-31 - ,,,,2005-11-15 - ,"In port in Aveiro, Portugal. Port Inspection: No Regulated Resources on board",2007-02-18 - ,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,MUTIARA NO. 28,Mutiara 28,8669723,101 NO. 1102/PD,Fishing Vessel,Longline,Unknown,,,101,,27.02,200001,2,Chinese Taipei,"INTIMAS SURYA, PT, INTIMAS SURYA, PT., PT. INTIMAS SURYA",,In Service/Commission,,,,,2005-12-26 - 2011-07-01,,,,,,,,,,,,,,,,,,,,,,,
FALSE,NAKHODKA,MYS MARII,9009918,"FS1-565, ??-0165",Fishing Vessel,Longline,Russia,UIBA,273338570,752,"458, 317",54.55,199008,3.8,"Niigata, Niigata, Niigata Engineering Co Ltd, Japan","Tranzit-DV Group OOO; Transit-DV Co Ltd, LLC Transit DV","Tranzit-DV Group OOO; Transit-DV Co Ltd, LLC Transit DV",In Service/commission,,,,,,,,,,,,,,,,,,,2016-01 - 2020-02-14,Fishing in the Convention Area without authorisation,,,,,,,2019 - 2020,Cross-listing
FALSE,NATIONAL NO. 101,National No. 101,,,,,St. Vincent and the Grenadines,,,,,,,,,Kwo-Jeng Marine Services Limited,,,,,2004-11-21 - 2006-11-26,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,NEMANSKIY,Nemanskiy,8721595,,"Fishing Vessel, Stern Trawler",Trawl unspecified,Unknown,UBKQ,,747,414,54.82,198709,5,"Kiyev, Zavod ""Leninskaya Kuznitsa"" - Kiyev Yard/hull No.: 1584, U.S.S.R.",OOO 'Yuzhnyy Rybopromyslovyy Flot',Pionerskiy Ocean Fishing Marine Center (Pionerskaya Baza Okeanicheskogo Rybolovnogo Flota (BORF)),Total Loss,,,,,,,,,,,2007-12-21 - 2011,,,,2007-12-21 - 2010-11-12,,2008-08-04 - 2010-11-12,,,,,,,,,,,
TRUE,NEPTUNE,Neptune,8977596,,"Fishing Vessel, Trawler",Trawl unspecified,Unknown,,,575,,44,198000,3.65,Japan,Space Energy Enterprises Co Ltd,Space Energy Enterprises Co Ltd,In Service/commission,2019-12 - ,Cross-listing,2011-08-30 - ,,2011 - ,Not authorized to fish,2010-12-10 - ,Fishing on the high seas of the WCPFC Convention Area without being on the WCPFC Record of Fishing Vessels (CMM 2007-03-para 3a),,,,,,,2010 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,NEW BAI I NO. 168,NEW BAI I NO. 168,,81310,Fish carrier,,,YGMY,,505,,49.3,1973,,"Miho Shipyard, Akasaka, Japan",,,,2019-12 - ,Cross-listing,2016-11-19 - ,,,,,,,,,,,,2016 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2018 - ,,,,2019 - ,Cross-listing
FALSE,NICOLAY CHUDOTVORETS,Nicolay Chudotvorets,8421937,,"Fishing Vessel, Stern Trawler",Trawl unspecified,Russia,UDIB,,1898,690,62.26,198405,9.22,"Stralsund, VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 641, German Democratic Republic",Okkervil LLC,Okkervil LLC,Broken Up,,,,,,,,,,,2007-10-31 - 2009-11-11,,,,2006-04-29 - 2009-11-13,OBS by FRO FIS in RA,2007-02-18 - 2009-11-13,,,,,,,,,,,
TRUE,NIKA,,8808654,,"Fishing Vessel, Reefer",,,,,"588.000, 600.000, 750.000",471,54.01,198803,3.76,"Tongyeong, Korea, South, Tongyeong, Republic of Korea",Jiho Shipping Co Ltd; Marine Fisheries Corporation Co Ltd; Jiho Shipping Ltd,Marine Fisheries Corporation Co Ltd,,2021-04-05 - ,Cross-listing,2020 - ,Cross-listing,,,,,2020-10-30 - ,Fishing without authorisation (08 Jun 2019),,,,,2020 - ,Cross-listing,,,,,2020-12-14 - ,Cross-listing,,,,,2020 - ,Cross-listing
FALSE,NORTH OCEAN,North Ocean,9230658,,Fishing Vessel,,China,BZZW5,,647,,54.55,200012,3.65,"Kaohsiung, Lien Cherng Shipbuilding Co., Ltd. (Kaohsiung , China, Republic Of (Taiwan)), Chinese Taipei","China National Fisheries Corporation, CHINA NATIONAL FISHERIES CORPORATION","China National Fisheries Corporation, CHINA NATIONAL FISHERIES CORPORATION",In Service/commission,,,,,,,,,2005-11-04 - 2011-11-15,,2007-10-31 - 2011-11-15,"Fishing inside Division 58.4.3b 2524 Jan 07 Feb 05, 22 Nov 06, Fishing inside Division 58.4.1 10 Dec 05",,,,,,,,,,,,,,,,
TRUE,NORTHERN WARRIOR,Northern Warrior,8808903,,"Fishing Vessel, Stern Trawler",Trawl unspecified,Angola,,,676,330,39.7,199000,4,"Tonnay-Charente, IMC - Tonnay-Charente, France","Orkiz Agro-Pecuaria, Pescas, Transportes E Comercio Geral, Limitada","Orkiz Agro-Pecuaria, Pescas, Transportes E Comercio Geral, Limitada",In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2016-10-28 - ,Supporting IUU listed vessels,2016 - ,From CCAMLR,,,2016-10 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2019 - ,Cross-listing
TRUE,OCEAN DIAMOND,Ocean Diamond,,,,,,,,,,,,,,,,,2019-12 - ,Cross-listing,2004-11-21 - ,Reefer company provided documents showing frozen tuna had been transhiped.,,,,,,,,,,,2004 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,OCEAN STAR MARINE,Ocean Star Marine,7817440,19921384,Fishing Vessel,,Belize,V3AG3,,2685,1749,85.1,197912,9.2,"Gdansk, Stocznia Polnocna SA (Northern Shipyard), Poland",Ocean Star Marine Lines SA,Ocean Star Marine Lines SA,Broken Up,2005-06-03 - 2007-05-18,"Contravention of IOTC Resolution 02/04, 02/05, 03/05",,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,OCEAN STAR NO. 2,,8665193,,Fishing Vessel,Longline,,,,96,,23.5,200601,2.1,Chinese Taipei,"Ming Shun Fishery SA, Ming Shun Fishery Co Ltd; Tuna Fishing (Vanuatu) Ltd, Tuna Fishing Vanuatu Co. Ltd","Ming Shun Fishery SA, Ming Shun Fishery Co Ltd; Tuna Fishing (Vanuatu) Ltd, Tuna Fishing Vanuatu Co. Ltd",In Service/Commission,2021-06-09 - ,Cross-listing,2020 - ,"USA: sighting of tuna longline vessel in the Convention Area; not on ICCAT Record of Vessels; No valid Flag. Communicated via radio, vessel stated purpose was fishing.",,,,,,,,,,,2020 - ,Cross-listing,,,,,2021-03-25 - ,Cross-listing,,,,,2021-04-05 - ,Cross-listing
TRUE,ORCA,Orca,,,Fishing Vessel,Longline,Unknown,,,,,,,,,,,,2019-12 - ,Cross-listing,2013-08-20 - ,from IATTC,2005-12-26 - ,,,,,,,,,,2005 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,ORIENTE NO. 7,Oriente No. 7,8430586,S.T.189,Fishing Vessel,Longline,Libya,5AWC,,658,,"56.320, 56.300",199000,3.75,"Kaohsiung, Lien Ho Shipbuilding Co., Ltd. - Kaohsiung, Chinese Taipei, Taiwan",Taisay Kosho Co Ltd,Taisay Kosho Co Ltd; AL FAJR AL MUNIR MARINE FISHING CO,In Service/Commission,2019-12 - ,Cross-listing,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,2006-11 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,OZHERELYE,Ozherelye,8422876,,"Fishing Vessel, Stern Trawler",Trawl unspecified,Russia,UEZQ,273240900,1898,690,62.26,198411,9.22,"Stralsund, VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 658, German Democratic Republic",Zapmorflot Co Ltd (OOO 'Zapmorflot'),Pionerskiy Ocean Fishing Marine Center (Pionerskaya Baza Okeanicheskogo Rybolovnogo Flota (BORF)),In Service/commission,,,,,,,,,,,,,,,2005-11-18 - 2006-10-17,,,,,,,,,,,,,
FALSE,PARSIAN SHILA,Parsian Shila,9404285,,Fishing Vessel,Purse seine,Iran,9BKI,422573000,3296,,95.7,200612,7.15,"Vigo, Astilleros Armon Vigo S.A. - Vigo Yard/hull No.: 52, Spain",Salem Chabahar Products Food Co,Salem Chabahar Products Food Co,In Service/commission,2010-03-05 - 2011-03-22,Contravention of IOTC Resolution 07/02 and 09/03,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,PERLON,Perlon,5062479,,Fishing Vessel,,,5NTV21,,1185,,66.73,,5.49,"Figueira da Foz, Estaleiros Navais do Mondego S.A. - Figueira da Foz Yard/hull No.: 22, Portugal",Americagalaica S.A.,Rptd Sold Undisclosed Interest,In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2003-11-07 - ,Inside Division 58.5.1; 58.5.1; 58.4.2; 58.4.3b; 58.4.1; 58.4.3b; 58.4.1,2007-10-31 - ,,,,2003 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,PERMATA,Permata,,,,,Unknown,,,,,,,,,,,,,,,,2005-12-26 - 2011-07-01,,,,,,,,,,,,,,,,,,,,,,,
